Vernier Format 2
2.txt 5/5/2018 10:32:19
Měření 1
Čas	Čidlo O2	
Č	Č	
min	%
173.52	19.76
173.58	19.76
173.7	19.76
173.82	19.76
173.88	19.76
174.0	19.76
174.12	19.76
174.18	19.76
174.3	19.76
174.42	19.76
174.48	19.77
174.6	19.76
174.72	19.75
174.78	19.76
174.9	19.76
175.02	19.76
175.08	19.77
175.2	19.76
175.32	19.76
175.38	19.76
175.5	19.77
175.62	19.76
175.68	19.77
175.8	19.76
175.92	19.77
175.98	19.76
176.1	19.77
176.22	19.77
176.28	19.77
176.4	19.78
176.52	19.77
176.58	19.78
176.7	19.77
176.82	19.77
176.88	19.77
177.0	19.78
177.12	19.77
177.18	19.77
177.3	19.78
177.42	19.78
177.48	19.77
177.6	19.78
177.72	19.78
177.78	19.78
177.9	19.77
178.02	19.78
178.08	19.77
178.2	19.78
178.32	19.78
178.38	19.78
178.5	19.78
178.62	19.78
178.68	19.78
178.8	19.78
178.92	19.77
178.98	19.78
179.1	19.78
179.22	19.78
179.28	19.78
179.4	19.78
179.52	19.78
179.58	19.78
179.7	19.78
179.82	19.78
179.88	19.78
180.0	19.79
